transfers_out,yellow_cards,code,goals_conceded,photo,saves,influence,ep_this,squad_number,goals_scored,loans_in,web_name,value_season,in_dreamteam,team_code,id,special,first_name,transfers_out_event,chance_of_playing_next_round,cost_change_start,cost_change_event_fall,creativity,cost_change_start_fall,bonus,ict_index,total_points,penalties_missed,transfers_in,status,form,own_goals,loaned_in,now_cost,points_per_game,clean_sheets,assists,selected_by_percent,value_form,loans_out,news,ea_index,penalties_saved,dreamteam_count,event_points,red_cards,loaned_out,transfers_in_event,bps,element_type,ep_next,threat,team,chance_of_playing_this_round,minutes,second_name,cost_change_event
206178,9,86934,53,86934.jpg,0,639.0,0.0,10,8,0,Lanzini,22.5,False,21,462,False,Manuel,0,100,-6,0,863.3,6,20,213.5,133,0,278319,a,0.0,0,0,59,3.8,9,3,2.0,0.0,0,,381,0,3,1,0,0,0,635,3,4.3,629.0,20,100,2708,Lanzini,0
4884,0,172567,0,172567.jpg,0,0.0,0.0,39,0,0,Cullen,0.0,False,21,463,False,Josh,0,100,-2,0,0.0,2,0,0.0,0,0,1274,a,0.0,0,0,43,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,0,3,0.0,0.0,20,0,0,Cullen,0
1375903,4,57531,43,57531.jpg,0,622.4,0.0,30,9,0,Antonio,19.7,False,21,464,False,Michail,0,75,-3,0,503.1,3,8,222.7,132,0,1367226,d,0.0,0,0,67,4.6,7,8,5.3,0.0,0,Hamstring injury - 75% chance of playing,452,0,3,0,1,0,0,410,3,0.0,1105.0,20,0,2433,Antonio,0
5249,2,43626,20,43626.jpg,0,155.4,0.0,4,0,0,Nordtveit,6.6,False,21,465,False,Håvard,0,100,-3,0,63.3,3,0,26.1,31,0,1633,a,0.0,0,0,47,1.9,3,1,0.1,0.0,0,,0,0,0,0,0,0,0,160,3,2.0,43.0,20,100,957,Nordtveit,0
159928,1,44336,23,44336.jpg,0,268.0,0.0,7,3,0,Feghouli,11.0,False,21,466,False,Sofiane,0,100,-5,0,320.2,5,4,84.9,55,0,34908,a,0.0,0,0,50,2.6,1,3,0.7,0.0,0,,0,0,1,8,1,0,0,220,3,0.3,262.0,20,100,1042,Feghouli,0
10995,0,59796,4,59796.jpg,0,28.2,0.0,17,0,0,Töre,1.9,False,21,467,False,Gökhan,0,75,-2,0,87.8,2,0,14.6,10,0,9048,d,0.0,0,0,53,2.0,1,1,0.1,0.0,0,Thigh injury - 75% chance of playing,0,0,0,0,0,0,0,29,3,0.0,33.0,20,0,240,Töre,0
702853,3,40142,27,40142.jpg,0,351.8,0.0,9,7,0,Carroll,11.7,False,21,468,False,Andy,0,75,-6,0,220.8,6,6,119.2,69,0,487132,d,0.0,0,0,59,3.8,3,2,2.0,0.0,0,Groin Injury - 75% chance of playing,381,0,1,0,0,0,0,256,4,0.0,620.0,20,0,1312,Carroll,0
190074,1,148179,12,148179.jpg,0,194.2,0.0,19,3,0,Valencia,10.4,False,11,469,False,Enner,0,100,-3,0,117.6,3,3,79.0,54,0,126998,a,0.0,0,0,52,2.3,2,3,1.7,0.0,0,,200,0,0,2,0,0,0,173,4,0.8,490.0,6,100,927,Valencia,0
8791,0,73889,4,73889.jpg,0,41.8,0.0,15,1,0,Sakho,2.1,False,21,470,False,Diafra,0,75,-3,0,19.6,3,2,10.7,12,0,5106,d,0.0,0,0,57,3.0,0,0,0.1,0.0,0,Back injury - 75% chance of playing,286,0,0,0,0,0,0,32,4,0.0,45.0,20,0,181,Sakho,0
55313,0,98747,0,98747.jpg,0,0.0,0.0,29,0,0,Pope,0.0,False,90,471,False,Nick,0,100,-1,0,0.0,1,0,0.0,0,0,64676,a,0.0,0,0,39,0.0,0,0,2.5,0.0,0,,0,0,0,0,0,0,0,0,1,0.0,0.0,3,100,0,Pope,0
69248,0,1801,7,1801.jpg,10,66.2,0.0,17,0,0,Robinson,1.3,False,90,472,False,Paul,0,,0,0,0.0,0,0,6.6,5,0,45869,a,0.0,0,0,40,1.7,0,0,2.3,0.0,0,,0,0,0,0,0,0,0,45,1,0.0,0.0,3,,270,Robinson,0
22755,1,60586,19,60586.jpg,0,220.0,0.0,25,1,0,Gudmundsson,9.8,False,90,473,False,Johann Berg,0,100,-7,0,267.3,7,3,64.8,47,0,13594,a,0.0,0,0,48,2.4,3,3,0.1,0.0,0,,0,0,1,0,0,0,0,187,3,1.5,161.0,3,100,999,Gudmundsson,0
91899,3,33871,19,33871.jpg,0,308.2,1.0,17,0,0,Klavan,9.8,False,14,474,False,Ragnar,0,100,-6,0,52.5,6,4,44.0,43,0,67907,a,0.0,0,0,44,2.1,3,0,0.6,0.0,0,,0,0,0,0,0,0,0,292,2,1.3,78.0,9,100,1410,Klavan,0
27552,1,210237,0,210237.jpg,0,8.8,1.0,16,0,0,Grujic,0.9,False,14,475,False,Marko,0,100,-7,0,17.4,7,0,6.1,4,0,2751,a,0.0,0,0,43,0.8,0,0,0.2,0.0,0,,0,0,0,0,0,0,0,10,3,1.5,39.0,9,100,43,Grujic,0
4666,2,160729,30,160729.jpg,0,319.2,-0.4,4,0,0,Denayer,11.9,False,56,476,False,Jason,0,100,-3,0,55.1,3,2,43.7,56,0,2647,a,0.0,1,0,47,2.3,6,0,0.1,0.0,0,,0,0,0,0,0,0,0,320,2,0.1,62.0,15,25,1878,Denayer,0
134790,5,20399,32,20399.jpg,0,442.2,-1.0,17,0,0,Barragán,16.5,False,25,477,False,Antonio,0,100,-2,0,219.0,2,8,71.5,71,0,150805,a,0.0,0,0,43,2.7,7,0,1.0,0.0,0,,0,0,0,0,0,0,0,455,2,-1.0,50.0,12,100,2193,Barragán,0
1906465,5,42892,45,42892.jpg,0,542.4,-1.0,10,9,0,Negredo,21.3,False,25,478,False,Álvaro,0,100,-4,0,454.9,4,17,207.1,130,0,1804609,a,0.0,0,0,61,3.6,10,5,10.9,0.0,0,,0,0,4,1,0,0,0,436,4,2.8,1078.0,12,100,2872,Negredo,0
125112,1,42738,15,42738.jpg,0,139.8,-1.0,18,1,0,Zuñiga,9.3,False,57,479,False,Juan,0,100,-4,0,86.4,4,2,30.1,38,0,128130,a,0.0,0,0,41,1.8,1,1,1.1,0.0,0,,0,0,1,0,0,0,0,173,2,-0.4,79.0,18,100,823,Zuñiga,0
13263,0,97296,0,97296.jpg,0,0.0,0.0,31,0,0,Hoban,0.0,False,57,480,False,Tommie,0,0,0,0,0.0,0,0,0.0,0,0,1227,u,0.0,0,0,40,0.0,0,0,0.2,0.0,0,Season-long loan to Blackburn Rovers,0,0,0,0,0,0,0,0,2,0.0,0.0,18,0,0,Hoban,0
1190,0,86431,0,86431.jpg,0,0.0,0.0,26,0,0,Dja Djédjé,0.0,False,57,481,False,Brice,0,0,-1,0,0.0,1,0,0.0,0,0,123,u,0.0,0,0,44,0.0,0,0,0.0,0.0,0,Omitted from 25 man squad,0,0,0,0,0,0,0,0,2,0.0,0.0,18,0,0,Dja Djédjé,0
1308,4,121599,32,121599.jpg,0,179.4,-1.0,16,1,0,Doucouré,8.3,False,57,482,False,Abdoulaye,0,100,-4,0,178.2,4,0,61.1,38,0,821,a,0.0,0,0,46,1.9,4,0,0.0,0.0,0,,0,0,0,1,0,0,0,226,3,1.0,254.0,18,100,1352,Doucouré,0
26851,0,81183,0,81183.jpg,0,0.0,0.0,20,0,0,Vydra,0.2,False,57,483,False,Matej,0,0,0,0,0.3,0,0,0.0,1,0,4288,u,0.0,0,0,45,1.0,0,0,0.3,0.0,0,Signed for Derby County on 27/8,0,0,0,0,0,0,0,3,4,0.0,0.0,18,0,3,Vydra,0
75256,3,156074,8,156074.jpg,0,172.0,0.0,16,0,0,Holding,7.8,False,3,484,False,Rob,0,,-4,0,49.2,4,3,32.2,32,0,174958,a,0.0,0,0,41,3.6,4,0,3.3,0.0,0,,0,0,1,1,0,0,0,171,2,3.7,100.0,1,,810,Holding,0
162394,2,41733,37,41733.jpg,0,648.4,1.0,5,6,0,Wijnaldum,19.9,False,14,485,False,Georginio,0,100,-5,0,694.5,5,14,198.5,149,0,79127,a,0.0,0,0,75,4.1,11,9,1.7,0.0,0,,630,0,2,14,0,0,0,650,3,6.0,639.0,9,100,2974,Wijnaldum,0
49755,2,205102,11,205102.jpg,0,104.6,-0.5,32,0,0,Sobhi,7.5,False,110,486,False,Ramadan,0,100,-7,0,137.3,7,1,38.5,36,0,28148,a,0.0,0,0,48,2.1,5,2,0.5,0.0,0,,0,0,0,2,0,0,0,151,3,0.0,149.0,14,100,855,Sobhi,0
4846,0,159506,0,159506.jpg,0,4.8,1.5,34,0,0,Aina,0.7,False,8,487,False,Ola,0,100,-5,0,0.9,5,0,2.3,3,0,707,a,0.0,0,0,45,1.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,9,2,1.7,17.0,4,100,26,Aina,0
51784,11,80801,31,80801.jpg,0,555.8,0.0,17,1,0,Gueye,16.0,False,11,488,False,Idrissa,0,100,0,0,434.1,0,9,122.9,80,0,53794,a,0.0,0,0,50,2.4,9,2,0.4,0.0,0,,270,0,1,1,0,0,0,540,3,1.5,237.0,6,100,2681,Gueye,0
232425,4,182156,15,182156.jpg,0,397.2,1.0,19,5,0,Sané,13.6,False,43,489,False,Leroy,0,75,-3,0,505.1,3,8,153.7,105,0,532293,d,0.0,0,0,77,4.0,9,7,7.5,0.0,0,Facial Injury - 75% chance of playing,0,0,0,6,0,0,0,343,3,5.2,632.0,10,100,1781,Sané,0
36967,0,41705,17,41705.jpg,37,228.4,-1.0,12,0,0,Guzan,8.6,False,25,490,False,Bradley,0,,-3,0,0.0,3,3,22.9,36,0,28825,a,0.0,0,0,42,3.6,3,0,0.7,0.0,0,,188,0,1,3,0,0,0,197,1,2.0,0.0,12,,900,Guzan,0
111019,8,78091,22,78091.jpg,0,287.2,-0.3,21,2,0,Ramírez,11.3,False,25,491,False,Gastón,0,100,-3,0,509.9,3,6,115.6,59,0,79693,a,0.0,0,0,52,2.5,6,3,0.5,0.0,0,,0,0,0,0,1,0,0,244,3,-0.3,364.0,12,25,1539,Ramírez,0
2815,0,40833,1,40833.jpg,0,20.6,0.5,26,0,0,Pied,1.1,False,20,492,False,Jérémy,0,100,-3,0,20.7,3,0,6.3,5,0,353,a,0.0,0,0,47,1.3,0,0,0.0,0.0,0,,0,0,0,1,0,0,0,24,2,1.0,21.0,13,100,129,Pied,0
8991,0,147675,0,147675.jpg,0,0.0,0.0,32,0,0,Akpom,0.0,False,3,493,False,Chuba,0,0,-4,0,0.0,4,0,0.0,0,0,1395,u,0.0,0,0,51,0.0,0,0,0.1,0.0,0,Joined Brighton on loan from 30/1 until the end of the season,0,0,0,0,0,0,0,0,4,0.0,0.0,1,0,0,Akpom,0
2310,0,138009,0,138009.jpg,0,0.0,0.0,25,0,0,Kaikai,0.2,False,31,494,False,Sullay,0,0,0,0,1.8,0,0,0.5,1,0,260,a,0.0,0,0,45,1.0,0,0,0.0,0.0,0,,9,0,0,1,0,0,0,1,3,0.0,4.0,5,0,24,Kaikai,0
452707,2,194164,18,194164.jpg,0,286.8,0.0,30,0,0,Holgate,13.2,False,11,495,False,Mason,0,,-4,0,152.2,4,5,52.3,54,0,701907,a,0.0,0,0,41,3.0,5,1,7.1,0.0,0,,0,0,0,1,0,0,0,303,2,3.0,83.0,6,,1372,Holgate,0
9478,2,172850,18,172850.jpg,0,137.0,0.5,3,1,0,Chilwell,4.4,False,13,496,False,Benjamin,0,100,-2,0,48.4,2,0,27.2,19,0,6243,a,0.0,0,0,43,1.6,1,0,0.2,0.0,0,,0,0,0,1,0,0,0,136,2,1.7,88.0,8,100,699,Chilwell,0
5870,0,165911,0,165911.jpg,0,0.0,0.5,14,0,0,Kapustka,0.0,False,13,497,False,Bartosz,0,,-5,0,0.0,5,0,0.0,0,0,609,a,0.0,0,0,50,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,0,3,0.5,0.0,8,,0,Kapustka,0
2844,0,145235,0,145235.jpg,0,0.0,0.0,69,0,0,Angelino,0.0,False,43,498,False,Jose Angel,0,0,-2,0,0.0,2,0,0.0,0,0,987,u,0.0,0,0,43,0.0,0,0,0.1,0.0,0,Loaned to Girona,0,0,0,0,0,0,0,0,2,0.0,0.0,10,0,0,Esmoris Tasende,0
17507,4,80935,35,80935.jpg,0,487.6,-1.1,5,0,0,Djilobodji,5.7,False,56,499,False,Papy,0,100,-3,0,25.9,3,0,63.8,24,0,12283,a,0.0,0,0,42,1.3,2,0,0.2,0.0,0,,0,0,0,0,1,0,0,281,2,-1.1,124.0,15,75,1577,Djilobodji,0
1069266,2,19760,51,19760.jpg,0,639.8,0.0,9,15,0,Llorente,23.2,False,80,500,False,Fernando,0,75,-2,0,489.6,2,22,220.3,146,0,1343047,d,0.0,0,0,63,4.4,5,3,9.4,0.0,0,Arm injury - 75% chance of playing,0,0,5,12,0,0,0,512,4,6.0,1086.0,16,100,2442,Llorente,0
2095,0,168763,0,168763.jpg,0,0.0,0.0,38,0,0,Carter-Vickers,0.0,False,6,501,False,Cameron,0,100,-2,0,0.0,2,0,0.0,0,0,1019,a,0.0,0,0,43,0.0,0,0,0.0,0.0,0,,0,0,0,0,0,0,0,0,2,0.0,0.0,17,0,0,Carter-Vickers,0
23588,0,80788,0,80788.jpg,0,0.0,0.0,3,0,0,Lafferty,0.0,False,90,502,False,Daniel,0,0,0,0,0.0,0,0,0.0,0,0,3188,u,0.0,0,0,40,0.0,0,0,0.3,0.0,0,Joined Sheffield United on loan until the end of the season,0,0,0,0,0,0,0,0,2,0.0,0.0,3,0,0,Lafferty,0
867047,7,74208,21,74208.jpg,0,713.0,1.0,6,5,0,Pogba,14.0,False,1,503,False,Paul,0,100,-3,0,953.5,3,14,250.0,115,0,654531,a,0.0,0,0,82,3.8,13,4,7.3,0.0,0,,0,0,2,12,0,0,0,512,3,1.5,839.0,11,100,2608,Pogba,0
36940,1,88900,24,88900.jpg,0,350.4,0.5,24,0,0,Stephens,14.3,False,20,504,False,Jack,0,,2,0,58.2,-2,10,46.6,60,0,250492,a,0.0,0,0,42,3.5,6,1,5.2,0.0,0,,0,0,0,1,0,0,0,341,2,4.5,58.0,13,,1471,Stephens,0
25654,1,105717,24,105717.jpg,0,219.8,0.0,26,0,0,Masuaku,7.2,False,21,505,False,Arthur,0,100,-3,0,126.7,3,7,36.4,34,0,19205,a,0.0,0,0,47,2.6,3,1,0.1,0.0,0,,0,0,0,0,0,0,0,253,2,1.3,18.0,20,50,972,Masuaku,0
227442,1,160816,11,160816.jpg,0,157.6,-1.5,22,0,0,Love,5.5,False,56,506,False,Donald,0,,-2,0,73.6,2,1,24.9,21,0,357905,a,0.0,0,0,38,1.8,1,1,4.2,0.0,0,,3,0,0,0,0,0,0,133,2,-1.1,17.0,15,,611,Love,0
10268,0,83091,11,83091.jpg,0,59.0,0.0,10,1,0,Bastón,4.8,False,80,507,False,Borja,0,100,-4,0,91.9,4,1,33.1,32,0,6912,a,0.0,0,0,66,1.8,1,2,0.0,0.0,0,,0,0,0,0,0,0,0,83,4,0.1,190.0,16,25,561,Bastón,0
1116,0,94926,0,94926.jpg,0,0.0,0.0,36,0,0,Ladapo,0.0,False,31,508,False,Olayinka Fredrick Oladotun,0,0,0,0,0.0,0,0,0.0,0,0,929,u,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Joined Shrewsbury Town on loan from 6/1 until the end of the seaon,0,0,0,0,0,0,0,0,4,0.0,0.0,5,0,0,Ladapo,0
2564,0,204216,0,204216.jpg,0,0.0,0.0,24,0,0,Anderson,0.0,False,31,509,False,Keshi,0,0,0,0,0.0,0,0,0.0,0,0,1858,u,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Joined Bolton  on loan for the season,0,0,0,0,0,0,0,0,4,0.0,0.0,5,0,0,Anderson,0
16225,0,215457,0,215457.jpg,0,0.0,0.0,49,0,0,Wilson,0.0,False,35,510,False,Kane,0,,0,0,0.0,0,0,0.0,0,0,23198,a,0.0,0,0,40,0.0,0,0,0.4,0.0,0,,0,0,0,0,0,0,0,0,2,0.0,0.0,19,,0,Wilson,0
694,2,195864,1,195864.jpg,0,16.4,0.0,47,0,0,Field,2.1,False,35,511,False,Sam,0,,-2,0,49.0,2,0,6.7,9,0,715,a,0.0,0,0,43,1.1,1,0,0.0,0.0,0,,0,0,0,0,0,0,0,50,3,0.3,3.0,19,,275,Field,0
121560,4,173807,17,173807.jpg,0,259.0,0.0,26,2,0,Davies,14.3,False,11,512,False,Tom,0,,-1,0,246.1,1,0,70.9,63,0,219111,a,0.0,0,0,44,2.6,8,3,2.3,0.0,0,,0,0,0,1,0,0,0,248,3,2.0,208.0,6,,1544,Davies,0
6856,1,157668,6,157668.jpg,0,128.0,0.0,29,1,0,Winks,6.7,False,6,513,False,Harry,0,75,0,0,122.1,0,0,32.8,30,0,7322,d,0.0,0,0,45,1.4,0,1,0.0,0.0,0,Ankle injury - 75% chance of playing,0,0,0,0,0,0,0,141,3,0.0,77.0,17,0,494,Winks,0
1746,0,155509,0,155509.jpg,0,0.0,-1.5,36,0,0,Olley,0.0,False,88,514,False,Greg,0,,-2,0,0.0,2,0,0.0,0,0,2855,a,0.0,0,0,43,0.0,0,0,0.0,0.0,0,,0,0,0,0,0,0,0,0,3,-1.5,0.0,7,,0,Olley,0
5947,0,213384,0,213384.jpg,0,0.0,0.0,37,0,0,Clackstone,0.0,False,88,515,False,Josh,0,0,0,0,0.0,0,0,0.0,0,0,6739,u,0.0,0,0,40,0.0,0,0,0.1,0.0,0,Season-long loan to Notts County,0,0,0,0,0,0,0,0,2,0.0,0.0,7,0,0,Clackstone,0
5512,0,178186,8,178186.jpg,0,3.8,-1.5,29,0,0,Bowen,1.8,False,88,516,False,Jarrod,0,,0,0,17.9,0,0,5.7,8,0,6158,a,0.0,0,0,45,1.1,0,0,0.1,0.0,0,,0,0,0,2,0,0,0,21,4,-1.2,36.0,7,,181,Bowen,0
6944,0,19812,0,19812.jpg,0,0.0,0.0,12,0,0,Kuciak,0.0,False,88,517,False,Dusan,0,0,0,0,0.0,0,0,0.0,0,0,7949,u,0.0,0,0,40,0.0,0,0,0.2,0.0,0,Transferred to Lechia Gdansk,0,0,0,0,0,0,0,0,1,0.0,0.0,7,0,0,Kuciak,0
6109,0,202174,0,202174.jpg,0,0.0,0.0,32,0,0,Luer,0.0,False,88,518,False,Greg,0,100,-1,0,0.0,1,0,0.0,0,0,6625,a,0.0,0,0,44,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,0,4,0.0,0.0,7,0,0,Luer,0
17952,1,221267,8,221267.jpg,0,40.2,-1.5,28,0,0,Tymon,2.3,False,88,519,False,Josh,0,100,0,0,20.5,0,0,6.4,9,0,26752,a,0.0,0,0,40,1.8,1,0,0.3,0.0,0,,0,0,0,0,0,0,0,57,2,-1.5,2.0,7,100,323,Tymon,0
9992,3,149016,9,149016.jpg,0,36.4,-1.5,46,0,0,Gooch,2.9,False,56,520,False,Lynden,0,100,-4,0,66.4,4,0,15.4,12,0,14585,a,0.0,0,0,41,1.1,1,0,0.2,0.0,0,,0,0,0,1,0,0,0,43,3,-1.3,54.0,15,100,366,Gooch,0
671,0,219727,0,219727.jpg,0,0.0,-1.5,29,0,0,Asoro,0.2,False,56,521,False,Joel,0,100,-1,0,0.0,1,0,0.2,1,0,572,a,0.0,0,0,44,1.0,0,0,0.0,0.0,0,,0,0,0,0,0,0,0,3,3,-1.5,2.0,15,100,10,Asoro,0
3743,0,15633,0,15633.jpg,0,0.0,0.0,15,0,0,Baptiste,0.0,False,25,522,False,Alex,0,0,0,0,0.0,0,0,0.0,0,0,2624,u,0.0,0,0,40,0.0,0,0,0.1,0.0,0,Joined Preston in season-long loan deal,0,0,0,0,0,0,0,0,2,0.0,0.0,12,0,0,Baptiste,0
1947,0,169187,2,169187.jpg,0,32.4,1.0,66,0,0,Alexander-Arnold,1.9,False,14,523,False,Trent,0,,-2,0,20.2,2,0,10.1,8,0,1988,a,0.0,0,0,43,1.1,0,0,0.0,0.0,0,,0,0,0,0,0,0,0,32,3,1.3,48.0,9,,167,Alexander-Arnold,0
8926,0,1616,0,1616.jpg,0,0.0,1.0,13,0,0,Manninger,0.0,False,14,524,False,Alexander,0,,0,0,0.0,0,0,0.0,0,0,11099,a,0.0,0,0,40,0.0,0,0,0.3,0.0,0,,0,0,0,0,0,0,0,0,1,1.0,0.0,9,,0,Manninger,0
31417,1,39847,13,39847.jpg,0,249.2,0.0,16,1,0,Defour,9.6,False,90,525,False,Steven,0,100,-4,0,386.4,4,6,73.3,54,0,30928,a,0.0,0,0,56,2.6,5,3,0.2,0.0,0,,0,0,0,1,0,0,0,245,3,0.0,96.0,3,100,1068,Defour,0
3752,0,168287,4,168287.jpg,0,56.2,0.0,28,1,0,Calleri,3.5,False,21,526,False,Jonathan,0,,-4,0,115.0,4,0,43.2,23,0,3790,a,0.0,0,0,66,1.4,3,0,0.1,0.0,0,,0,0,0,0,0,0,0,47,4,1.8,265.0,20,,540,Calleri,0
38197,8,54771,30,54771.jpg,0,355.8,-1.0,2,0,0,Fabio,13.8,False,25,527,False,Fabio Pereira,0,100,-3,0,273.9,3,8,67.1,58,0,50772,a,0.0,0,0,42,2.4,6,0,0.4,0.0,0,,0,0,0,1,0,0,0,347,2,-0.8,39.0,12,100,1847,da Silva,0
893,0,170154,0,170154.jpg,0,0.0,0.0,50,0,0,Maffeo,0.0,False,43,528,False,Pablo,0,0,0,0,0.0,0,0,0.0,0,0,732,u,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Loaned to Girona,0,0,0,0,0,0,0,0,2,0.0,0.0,10,0,0,Maffeo,0
3631,0,153772,0,153772.jpg,0,0.0,0.0,31,0,0,McGee,0.0,False,6,529,False,Luke,0,100,-1,0,0.0,1,0,0.0,0,0,4311,a,0.0,0,0,39,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,0,1,0.0,0.0,17,0,0,McGee,0
1020,2,89085,3,89085.jpg,0,40.6,1.5,29,0,0,Chalobah,2.7,False,8,530,False,Nathaniel,0,,0,0,51.1,0,0,9.9,12,0,1268,a,0.0,0,0,45,1.2,0,1,0.0,0.0,0,,0,0,0,0,0,0,0,54,3,1.9,7.0,4,,167,Chalobah,0
1771,0,234483,4,234483.jpg,0,7.6,0.0,41,0,0,O'Neill,0.7,False,90,531,False,Aiden,0,0,-2,0,5.1,2,0,2.1,3,0,1623,u,0.0,0,0,43,1.0,0,0,0.0,0.0,0,Season-long loan to Oldham Athletic,0,0,0,0,0,0,0,16,3,0.0,8.0,3,0,85,O'Neill,0
3840,0,170851,0,170851.jpg,0,0.0,-1.5,45,0,0,Josh Robson,0.0,False,56,532,False,Josh,0,,0,0,0.0,0,0,0.0,0,0,5070,a,0.0,0,0,40,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,0,2,-1.5,0.0,15,,0,Robson,0
1079,5,7525,13,7525.jpg,0,90.8,-1.1,20,0,0,Pienaar,3.1,False,56,533,False,Steven,0,100,-2,0,134.4,2,0,32.3,15,0,972,a,0.0,0,0,48,1.0,2,0,0.0,0.0,0,,0,0,0,0,1,0,0,77,3,-1.1,98.0,15,75,802,Pienaar,0
2735,0,156658,0,156658.jpg,0,0.0,0.0,32,0,0,Burke,0.0,False,21,534,False,Reece,0,0,0,0,0.0,0,0,0.0,0,0,2499,u,0.0,0,0,40,0.0,0,0,0.0,0.0,0,Season-long loan to Wigan,0,0,0,0,0,0,0,0,2,0.0,0.0,20,0,0,Burke,0
13421,2,176296,13,176296.jpg,0,30.6,0.0,24,0,0,Fletcher,3.2,False,21,535,False,Ashley,0,,0,0,64.2,0,0,24.4,16,0,14319,a,0.0,0,0,50,1.0,0,0,0.2,0.0,0,,0,0,0,1,0,0,0,33,4,0.5,160.0,20,,367,Fletcher,0
118412,3,90105,32,90105.jpg,0,338.4,-0.5,24,3,0,Fraser,21.7,False,91,536,False,Ryan,0,100,-4,0,536.5,4,8,120.7,100,0,168284,a,0.0,0,0,46,3.6,7,9,1.2,0.0,0,,0,0,2,2,0,0,0,345,3,3.8,332.0,2,100,1764,Fraser,0
5053,0,154558,0,154558.jpg,0,0.0,0.0,34,0,0,Thomas Robson,0.0,False,56,537,False,Thomas,0,0,0,0,0.0,0,0,0.0,0,0,5860,u,0.0,0,0,40,0.0,0,0,0.1,0.0,0,Season-long loan to Limerick,0,0,0,0,0,0,0,0,2,0.0,0.0,15,0,0,Robson,0
2695,2,109528,28,109528.jpg,0,242.2,-1.5,21,1,0,Manquillo,8.8,False,56,538,False,Javier,0,100,-2,0,98.7,2,0,40.8,38,0,3302,a,0.0,0,0,43,1.9,2,0,0.0,0.0,0,,0,0,0,6,0,0,0,210,2,0.9,66.0,15,100,1430,Manquillo,0
62389,2,61566,17,61566.jpg,0,168.0,0.0,37,2,0,Pereyra,7.4,False,57,539,False,Roberto,0,0,-2,0,239.3,2,2,54.7,43,0,63393,i,0.0,0,0,58,3.3,3,3,0.2,0.0,0,Knee injury - Unknown return date,0,0,0,0,1,0,0,186,3,0.0,141.0,18,0,1036,Pereyra,0
17796,2,52940,33,52940.jpg,0,309.4,-1.0,22,2,0,Janmaat,11.1,False,57,540,False,Daryl,0,100,-5,0,222.3,5,0,78.8,50,0,21642,a,0.0,0,0,45,1.9,2,1,0.2,0.0,0,,0,0,0,0,0,0,0,261,2,1.2,254.0,18,100,1614,Janmaat,0
126047,0,33148,26,33148.jpg,33,292.2,0.0,1,0,0,Bravo,14.6,False,43,541,False,Claudio,0,75,-5,0,0.0,5,3,28.9,73,0,126740,d,0.0,0,0,50,3.3,6,0,1.2,0.0,0,Calf injury - 75% chance of playing,0,1,1,0,0,0,0,366,1,0.0,0.0,10,0,1968,Bravo,0
873,4,163526,18,163526.jpg,0,107.8,0.0,31,0,0,Fernandes,8.1,False,21,542,False,Edimilson,0,,-3,0,109.9,3,0,42.3,38,0,921,a,0.0,0,0,47,1.4,3,1,0.0,0.0,0,,0,0,0,5,0,0,0,148,3,1.8,209.0,20,,1002,Fernandes,0
714,0,130103,0,130103.jpg,0,0.0,0.0,38,0,0,Boateng,0.0,False,31,543,False,Hiram,0,0,0,0,0.0,0,0,0.0,0,0,575,u,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Joined Northampton on loan until the end of the season,0,0,0,0,0,0,0,0,3,0.0,0.0,5,0,0,Boateng,0
5478,0,200455,1,200455.jpg,0,7.4,-0.5,45,0,0,Ngoy,1.1,False,110,544,False,Julien,0,,0,0,12.1,0,0,6.5,5,0,7063,a,0.0,0,0,45,1.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,16,4,-0.5,46.0,14,,49,Ngoy,0
2712,0,221268,0,221268.jpg,0,0.0,-1.5,39,0,0,Hinchcliffe,0.0,False,88,545,False,Ben,0,,0,0,0.0,0,0,0.0,0,0,3408,a,0.0,0,0,45,0.0,0,0,0.0,0.0,0,,0,0,0,0,0,0,0,0,4,-1.5,0.0,7,,0,Hinchcliffe,0
6027,0,169432,5,169432.jpg,0,8.0,0.0,62,0,0,McBurnie,1.1,False,80,546,False,Oliver,0,100,0,0,33.0,0,0,8.0,5,0,7060,a,0.0,0,0,45,1.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,17,4,0.0,39.0,16,100,82,McBurnie,0
2922,0,168717,0,168717.jpg,0,0.0,-1.5,32,0,0,Stryjek,0.0,False,56,547,False,Maksymilian,0,,0,0,0.0,0,0,0.0,0,0,4485,a,0.0,0,0,40,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,0,0,1,-1.5,0.0,15,,0,Stryjek,0
