transfers_out,yellow_cards,code,goals_conceded,photo,saves,influence,ep_this,squad_number,goals_scored,loans_in,web_name,value_season,in_dreamteam,team_code,id,special,first_name,transfers_out_event,chance_of_playing_next_round,cost_change_start,cost_change_event_fall,creativity,cost_change_start_fall,bonus,ict_index,total_points,penalties_missed,transfers_in,status,form,own_goals,loaned_in,now_cost,points_per_game,clean_sheets,assists,selected_by_percent,value_form,loans_out,news,ea_index,penalties_saved,dreamteam_count,event_points,red_cards,loaned_out,transfers_in_event,bps,element_type,ep_next,threat,team,chance_of_playing_this_round,minutes,second_name,cost_change_event
38331,0,78007,1,78007.jpg,0,7.0,2.5,17,0,0,King,0.3,False,91,51,False,Joshua,38331,100,0,0,12.2,0,0,6.5,2,0,3412,a,2.0,0,0,75,2.0,0,0,5.6,0.3,0,,0,0,0,2,0,0,3412,6,4,2.5,46.0,2,100,90,King,0
24476,0,7958,0,7958.jpg,0,1.2,2.0,18,0,0,Defoe,0.1,False,91,52,False,Jermain,24476,100,0,0,10.8,0,0,1.4,1,0,2386,a,1.0,0,0,80,1.0,0,0,4.5,0.1,0,,0,0,0,1,0,0,2386,2,4,2.7,2.0,2,75,26,Defoe,0
2615,0,48860,0,48860.jpg,0,0.0,0.0,12,0,0,Mäenpää,0.0,False,36,53,False,Niki,2615,,0,0,0.0,0,0,0.0,0,0,962,a,0.0,0,0,40,0.0,0,0,1.4,0.0,0,,0,0,0,0,0,0,962,0,1,0.5,0.0,3,,0,Mäenpää,0
1087,0,131897,2,131897.jpg,3,17.4,1.1,1,0,0,Ryan,0.4,False,36,54,False,Mathew,1087,,0,0,0.0,0,0,1.7,2,0,886,a,2.0,0,0,45,2.0,0,0,0.7,0.4,0,,0,0,0,2,0,0,886,15,1,1.6,0.0,3,,90,Ryan,0
5020,0,83299,2,83299.jpg,0,26.8,0.8,5,0,0,Dunk,-0.2,False,36,55,False,Lewis,5020,,0,0,10.3,0,0,9.1,-1,0,952,a,-1.0,1,0,45,-1.0,0,0,1.8,-0.2,0,,0,0,0,-1,0,0,952,8,2,1.3,54.0,3,,90,Dunk,0
876,0,61933,2,61933.jpg,0,16.6,0.8,22,0,0,Duffy,0.2,False,36,56,False,Shane,876,,0,0,0.0,0,0,3.5,1,0,687,a,1.0,0,0,45,1.0,0,0,0.4,0.2,0,,0,0,0,1,0,0,687,10,2,1.3,18.0,3,,90,Duffy,0
20428,0,19071,0,19071.jpg,0,0.0,0.3,4,0,0,Hünemeier,0.0,False,36,57,False,Uwe,20428,,0,0,0.0,0,0,0.0,0,0,8655,a,0.0,0,0,40,0.0,0,0,6.9,0.0,0,,0,0,0,0,0,0,8655,0,2,0.8,0.0,3,,0,Hünemeier,0
767,0,11352,2,11352.jpg,0,20.2,0.8,2,0,0,Bruno,0.2,False,36,58,False,Bruno,767,,0,0,0.3,0,0,2.1,1,0,648,a,1.0,0,0,45,1.0,0,0,0.3,0.2,0,,0,0,0,1,0,0,648,14,2,1.3,0.0,3,,90,Saltor Grau,0
580,0,42748,0,42748.jpg,0,0.0,0.8,3,0,0,Bong,0.0,False,36,59,False,Gaëtan,580,,0,0,0.0,0,0,0.0,0,0,57,a,0.0,0,0,45,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,57,0,2,1.3,0.0,3,,0,Bong,0
7438,0,15137,0,15137.jpg,0,0.0,0.3,23,0,0,Rosenior,0.0,False,36,60,False,Liam,7438,,0,0,0.0,0,0,0.0,0,0,3624,a,0.0,0,0,40,0.0,0,0,3.0,0.0,0,,0,0,0,0,0,0,3624,0,2,0.8,0.0,3,,0,Rosenior,0
2307,0,85128,0,85128.jpg,0,0.0,0.3,18,0,0,Goldson,0.0,False,36,61,False,Connor,2307,,0,0,0.0,0,0,0.0,0,0,1554,a,0.0,0,0,40,0.0,0,0,0.9,0.0,0,,0,0,0,0,0,0,1554,0,2,0.8,0.0,3,,0,Goldson,0
8031,0,83543,0,83543.jpg,0,2.0,1.2,11,0,0,Knockaert,0.2,False,36,62,False,Anthony,8031,100,0,0,5.2,0,0,0.9,1,0,2100,a,1.0,0,0,60,1.0,0,0,2.0,0.2,0,,0,0,0,1,0,0,2100,5,3,1.7,2.0,3,100,13,Knockaert,0
1671,0,40845,2,40845.jpg,0,5.4,0.3,6,0,0,Stephens,0.4,False,36,63,False,Dale,1671,,0,0,0.4,0,0,0.6,2,0,778,a,2.0,0,0,45,2.0,0,0,0.6,0.4,0,,0,0,0,2,0,0,778,7,3,0.8,0.0,3,,90,Stephens,0
791,0,38490,0,38490.jpg,0,0.0,0.0,7,0,0,Kayal,0.0,False,36,64,False,Beram,791,0,0,0,0.0,0,0,0.0,0,0,50,i,0.0,0,0,45,0.0,0,0,0.1,0.0,0,Leg injury - Expected back 04 Nov,0,0,0,0,0,0,50,0,3,0.0,0.0,3,0,0,Kayal,0
2126,0,11735,0,11735.jpg,0,0.0,0.3,14,0,0,Sidwell,0.0,False,36,65,False,Steve,2126,,0,0,0.0,0,0,0.0,0,0,279,a,0.0,0,0,45,0.0,0,0,0.5,0.0,0,,0,0,0,0,0,0,279,0,3,0.8,0.0,3,,0,Sidwell,0
514,0,109345,2,109345.jpg,0,15.4,0.6,20,0,0,March,0.4,False,36,66,False,Solomon,514,,0,0,0.5,0,0,1.6,2,0,296,a,2.0,0,0,50,2.0,0,0,0.2,0.4,0,,0,0,0,2,0,0,296,14,3,1.1,0.0,3,,76,March,0
214,0,88170,0,88170.jpg,0,0.0,0.6,8,0,0,Skalak,0.0,False,36,67,False,Jiri,214,,0,0,0.0,0,0,0.0,0,0,25,a,0.0,0,0,50,0.0,0,0,0.0,0.0,0,,0,0,0,0,0,0,25,0,3,1.1,0.0,3,,0,Skalak,0
114,0,79934,0,79934.jpg,0,0.0,0.0,21,0,0,Norwood,0.0,False,36,68,False,Oliver,114,0,0,0,0.0,0,0,0.0,0,0,13,u,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Season-long loan to Fulham,0,0,0,0,0,0,13,0,3,0.0,0.0,3,0,0,Norwood,0
314,0,2513,2,2513.jpg,0,4.0,0.6,15,0,0,Murphy,0.4,False,36,69,False,Jamie,314,,0,0,0.8,0,0,0.9,2,0,154,a,2.0,0,0,50,2.0,0,0,0.1,0.4,0,,0,0,0,2,0,0,154,5,3,1.1,4.0,3,,66,Murphy,0
1706,0,60307,2,60307.jpg,0,7.0,1.0,13,0,0,Groß,0.4,False,36,70,False,Pascal,1706,,0,0,17.1,0,0,2.4,2,0,1163,a,2.0,0,0,55,2.0,0,0,0.6,0.4,0,,0,0,0,2,0,0,1163,6,3,1.5,0.0,3,,90,Groß,0
5548,0,20529,2,20529.jpg,0,0.0,1.0,17,0,0,Murray,0.2,False,36,71,False,Glenn,5548,,-1,1,0.3,1,0,0.0,1,0,316,a,1.0,0,0,59,1.0,0,0,0.5,0.2,0,,0,0,0,1,0,0,316,1,4,1.5,0.0,3,,30,Murray,-1
1838,0,38499,0,38499.jpg,0,0.0,0.5,10,0,0,Hemed,0.2,False,36,72,False,Tomer,1838,,0,0,0.5,0,0,0.0,1,0,673,a,1.0,0,0,50,1.0,0,0,0.3,0.2,0,,0,0,0,1,0,0,673,0,4,1.0,0.0,3,,59,Hemed,0
222,0,28462,0,28462.jpg,0,0.0,0.0,9,0,0,Baldock,0.0,False,36,73,False,Sam,222,0,0,0,0.0,0,0,0.0,0,0,41,i,0.0,0,0,50,0.0,0,0,0.0,0.0,0,Calf injury - Expected back 26 Aug,0,0,0,0,0,0,41,0,4,0.0,0.0,3,0,0,Baldock,0
14926,0,21205,2,21205.jpg,4,18.4,1.5,1,0,0,Heaton,0.4,False,90,74,False,Tom,14926,,0,0,0.0,0,0,1.8,2,0,5936,a,2.0,0,0,50,2.0,0,0,9.2,0.4,0,,0,0,0,2,0,0,5936,18,1,3.0,0.0,4,,90,Heaton,0
76,0,1801,0,1801.jpg,0,0.0,0.0,17,0,0,Robinson,0.0,False,90,75,False,Paul,76,0,0,0,0.0,0,0,0.0,0,0,9,u,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Retired,0,0,0,0,0,0,9,0,1,0.0,0.0,4,0,0,Robinson,0
1893,0,68983,2,68983.jpg,0,33.0,0.3,2,0,0,Lowton,0.9,False,90,76,False,Matthew,1893,,0,0,16.6,0,0,5.0,4,0,4847,a,4.0,0,0,45,4.0,0,1,1.2,0.9,0,,0,0,0,4,0,0,4847,22,2,1.8,0.0,4,,90,Lowton,0
27495,1,51927,2,51927.jpg,0,31.2,0.3,6,0,0,Mee,0.0,False,90,77,False,Ben,27495,100,0,0,0.2,0,0,6.7,0,0,4764,a,0.0,0,0,45,0.0,0,0,10.4,0.0,0,,0,0,0,0,0,0,4764,10,2,1.8,36.0,4,100,90,Mee,0
7733,0,40616,2,40616.jpg,0,53.8,0.3,23,1,0,Ward,1.6,False,90,78,False,Stephen,7733,,0,0,2.0,0,0,7.5,7,0,46700,a,7.0,0,0,45,7.0,0,0,4.0,1.6,0,,0,0,0,7,0,0,46700,24,2,1.8,19.0,4,,90,Ward,0
217,0,17761,2,17761.jpg,0,41.6,0.3,5,0,0,Tarkowski,0.2,False,90,79,False,James,217,100,0,0,0.0,0,0,4.2,1,0,416,a,1.0,0,0,45,1.0,0,0,0.1,0.2,0,,0,0,0,1,0,0,416,19,2,1.8,0.0,4,100,90,Tarkowski,0
6891,0,41674,0,41674.jpg,0,0.0,-0.2,28,0,0,Long,0.0,False,90,80,False,Kevin,6891,,0,0,0.0,0,0,0.0,0,0,6189,a,0.0,0,0,40,0.0,0,0,3.2,0.0,0,,0,0,0,0,0,0,6189,0,2,1.3,0.0,4,,0,Long,0
1419,0,103914,0,103914.jpg,0,0.0,0.3,3,0,0,Taylor,0.0,False,90,81,False,Charlie,1419,,0,0,0.0,0,0,0.0,0,0,160,a,0.0,0,0,45,0.0,0,0,0.3,0.0,0,,0,0,0,0,0,0,160,0,2,1.8,0.0,4,,0,Taylor,0
309,1,39158,1,39158.jpg,0,1.0,0.1,37,0,0,Arfield,0.0,False,90,82,False,Scott,309,,0,0,0.3,0,0,0.1,0,0,64,a,0.0,0,0,50,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,64,-1,3,1.6,0.0,4,,15,Arfield,0
187,0,15982,0,15982.jpg,0,0.0,0.0,8,0,0,Marney,0.0,False,90,83,False,Dean,187,0,0,0,0.0,0,0,0.0,0,0,50,i,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Knee injury - Unknown return date,0,0,0,0,0,0,50,0,3,0.0,0.0,4,0,0,Marney,0
234,0,60586,1,60586.jpg,0,8.6,0.1,17,0,0,Gudmundsson,0.4,False,90,84,False,Johann Berg,234,,0,0,14.8,0,0,2.3,2,0,244,a,2.0,0,0,50,2.0,0,0,0.1,0.4,0,,0,0,0,2,0,0,244,8,3,1.6,0.0,4,,74,Gudmundsson,0
1025,0,39847,1,39847.jpg,0,36.0,0.5,16,0,0,Defour,0.9,False,90,85,False,Steven,1025,,0,0,15.7,0,0,5.2,5,0,5695,a,5.0,0,0,55,5.0,0,1,0.4,0.9,0,,0,0,0,5,0,0,5695,27,3,2.0,0.0,4,,74,Defour,0
429,0,83314,2,83314.jpg,0,5.0,0.5,13,0,0,Hendrick,0.4,False,90,86,False,Jeff,429,,0,0,16.6,0,0,2.2,2,0,354,a,2.0,0,0,55,2.0,0,0,0.2,0.4,0,,0,0,0,2,0,0,354,8,3,2.0,0.0,4,,90,Hendrick,0
965,1,90517,2,90517.jpg,0,12.0,0.5,12,0,0,Brady,0.2,False,90,87,False,Robbie,965,,0,0,52.1,0,0,8.1,1,0,3092,a,1.0,0,0,55,1.0,0,0,0.5,0.2,0,,0,0,0,1,0,0,3092,4,3,2.0,17.0,4,,90,Brady,0
486,0,60551,0,60551.jpg,0,0.0,-0.2,18,0,0,Westwood,0.0,False,90,88,False,Ashley,486,,0,0,0.0,0,0,0.0,0,0,191,a,0.0,0,0,45,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,191,0,3,1.3,0.0,4,,0,Westwood,0
2575,0,12813,1,12813.jpg,0,0.0,0.5,19,0,0,Walters,0.2,False,90,89,False,Jonathan,2575,,0,0,0.3,0,0,0.0,1,0,518,a,1.0,0,0,55,1.0,0,0,0.7,0.2,0,,0,0,0,1,0,0,518,1,3,2.0,0.0,4,,15,Walters,0
4945,0,40145,2,40145.jpg,0,27.2,-0.2,4,0,0,Cork,1.1,False,90,90,False,Jack,4945,,0,0,12.7,0,0,4.0,5,0,30776,a,5.0,0,0,45,5.0,0,1,1.3,1.1,0,,0,0,0,5,0,0,30776,21,3,1.3,0.0,4,,90,Cork,0
12511,0,40399,2,40399.jpg,0,65.0,0.5,9,2,0,Vokes,2.2,True,90,91,False,Sam,12511,100,0,0,0.7,0,3,10.8,13,0,89164,a,13.0,0,0,60,13.0,0,0,5.6,2.2,0,,0,0,1,13,0,0,89164,52,4,2.0,42.0,4,100,90,Vokes,0
14843,0,73426,0,73426.jpg,0,2.2,1.2,18,0,0,Gray,0.2,False,57,92,False,Andre,14843,,0,0,2.9,0,0,0.5,1,0,2301,a,1.0,0,0,65,1.0,0,0,2.0,0.2,0,,0,0,0,1,0,0,2301,4,4,2.2,0.0,18,,27,Gray,0
7354,0,44699,0,44699.jpg,0,0.0,0.3,10,0,0,Barnes,0.0,False,90,93,False,Ashley,7354,,0,0,0.0,0,0,0.0,0,0,342,a,0.0,0,0,55,0.0,0,0,0.8,0.0,0,,0,0,0,0,0,0,342,0,4,1.8,0.0,4,,0,Barnes,0
58720,0,60772,3,60772.jpg,2,18.8,5.3,13,0,0,Courtois,0.2,False,8,94,False,Thibaut,58720,,0,0,0.0,0,0,1.9,1,0,3532,a,1.0,0,0,55,1.0,0,0,16.0,0.2,0,,0,0,0,1,0,0,3532,12,1,3.8,0.0,5,,90,Courtois,0
580,0,41251,0,41251.jpg,0,0.0,4.5,37,0,0,Eduardo,0.0,False,8,95,False,Eduardo,580,,0,0,0.0,0,0,0.0,0,0,86,a,0.0,0,0,50,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,86,0,1,3.0,0.0,5,,0,Dos Reis Carvalho,0
686,0,20310,0,20310.jpg,0,0.0,4.5,1,0,0,Caballero,0.0,False,8,96,False,Willy,686,,0,0,0.0,0,0,0.0,0,0,89,a,0.0,0,0,50,0.0,0,0,0.2,0.0,0,,0,0,0,0,0,0,89,0,1,3.0,0.0,5,,0,Caballero,0
37549,0,41328,3,41328.jpg,0,10.6,5.1,28,0,0,Azpilicueta,0.2,False,8,97,False,César,37549,,0,0,20.3,0,0,3.7,1,0,6720,a,1.0,0,0,65,1.0,0,0,10.5,0.2,0,,0,0,0,1,0,0,6720,16,2,3.6,6.0,5,,90,Azpilicueta,0
251035,0,19419,3,19419.jpg,0,0.0,5.0,24,0,0,Cahill,-0.5,False,8,98,False,Gary,251035,0,-1,1,0.4,1,0,0.0,-3,0,1159,s,-3.0,0,0,64,-3.0,0,0,8.8,-0.5,0,Suspended until 17 Sep,0,0,0,-3,1,0,1159,-7,2,0.0,0.0,5,,13,Cahill,-1
6453,0,103192,1,103192.jpg,0,23.0,1.7,6,0,0,Zouma,0.4,False,110,99,False,Kurt,6453,,0,0,1.7,0,0,2.5,2,0,2772,a,2.0,0,0,55,2.0,0,0,2.7,0.4,0,,0,0,0,2,0,0,2772,11,2,1.7,0.0,15,,90,Zouma,0
57930,1,82263,3,82263.jpg,0,23.0,5.5,3,0,0,Alonso,0.0,False,8,100,False,Marcos,57930,,0,0,38.0,0,0,12.1,0,0,6227,a,0.0,0,0,70,0.0,0,0,12.1,0.0,0,,0,0,0,0,0,0,6227,12,2,4.0,60.0,5,,90,Alonso,0
36007,1,41270,3,41270.jpg,0,40.6,4.6,30,1,0,David Luiz,1.0,False,8,101,False,David,36007,,0,0,1.8,0,0,6.4,6,0,53546,a,6.0,0,0,60,6.0,0,0,25.3,1.0,0,,0,0,0,6,0,0,53546,19,2,3.1,22.0,5,,90,Luiz Moreira Marinho,0
1287,0,49013,0,49013.jpg,0,0.0,0.0,15,0,0,Moses,0.0,False,8,102,False,Victor,1287,100,0,0,0.0,0,0,0.0,0,0,2736,a,0.0,0,0,65,0.0,0,0,0.5,0.0,0,,0,0,0,0,0,0,2736,0,2,3.6,0.0,5,0,0,Moses,0
12736,1,102380,3,102380.jpg,0,21.8,4.6,2,0,0,Rüdiger,0.0,False,8,103,False,Antonio,12736,,0,0,2.0,0,0,3.3,0,0,1274,a,0.0,0,0,60,0.0,0,0,2.7,0.0,0,,0,0,0,0,0,0,1274,11,2,3.1,9.0,5,,90,Rüdiger,0
11678,0,42786,0,42786.jpg,0,0.0,0.0,10,0,0,Hazard,0.0,False,8,104,False,Eden,11678,0,0,0,0.0,0,0,0.0,0,0,1209,i,0.0,0,0,105,0.0,0,0,1.4,0.0,0,Ankle injury - Expected back 09 Sep,0,0,0,0,0,0,1209,0,3,0.0,0.0,5,0,0,Hazard,0
154048,0,17878,3,17878.jpg,0,12.8,4.0,4,0,0,Fàbregas,-0.1,False,8,105,False,Cesc,154048,0,-1,1,67.8,1,0,8.3,-1,0,2094,s,-1.0,0,0,69,-1.0,0,0,5.3,-0.1,0,Suspended until 27 Aug,0,0,0,-1,1,0,2094,7,3,0.0,2.0,5,,80,Fàbregas,-1
40352,0,47431,3,47431.jpg,0,29.0,4.1,22,0,0,Willian,0.9,False,8,106,False,Willian,40352,,0,0,34.1,0,1,8.5,6,0,119107,a,6.0,0,0,70,6.0,0,1,19.7,0.9,0,,0,0,0,6,0,0,119107,29,3,2.6,22.0,5,,90,Borges Da Silva,0
38309,0,62398,0,62398.jpg,0,17.0,2.6,31,0,0,Matic,0.6,False,1,107,False,Nemanja,38309,,0,0,7.5,0,0,3.5,3,0,65441,a,3.0,0,0,50,3.0,1,0,18.7,0.6,0,,0,0,0,3,0,0,65441,17,3,2.6,10.0,12,,90,Matic,0
20356,0,126187,3,126187.jpg,0,20.8,1.3,8,0,0,Loftus-Cheek,0.4,False,31,108,False,Ruben,20356,,0,0,15.1,0,0,5.4,2,0,23754,a,2.0,0,0,45,2.0,0,0,11.6,0.4,0,,0,0,0,2,0,0,23754,20,3,0.3,18.0,6,,90,Loftus-Cheek,0
52339,0,49579,0,49579.jpg,0,0.0,0.0,11,0,0,Pedro,0.0,False,8,109,False,Pedro,52339,0,0,0,0.0,0,0,0.0,0,0,659,i,0.0,0,0,80,0.0,0,0,2.1,0.0,0,Ankle injury - Expected back 20 Aug,0,0,0,0,0,0,659,0,3,0.0,0.0,5,0,0,Rodríguez Ledesma,0
385,0,167767,0,167767.jpg,0,0.0,3.1,16,0,0,Kenedy,0.0,False,8,110,False,Robert Kenedy,385,,0,0,0.0,0,0,0.0,0,0,85,a,0.0,0,0,50,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,85,0,3,1.6,0.0,5,,0,Nunes do Nascimento,0
47466,0,116594,3,116594.jpg,0,12.8,3.1,7,0,0,Kanté,0.4,False,8,111,False,N'Golo,47466,,0,0,19.1,0,0,6.9,2,0,19850,a,2.0,0,0,50,2.0,0,0,17.2,0.4,0,,0,0,0,2,0,0,19850,17,3,1.6,37.0,5,,90,Kanté,0
4508,0,89085,3,89085.jpg,0,4.0,0.3,14,0,0,Chalobah,0.4,False,57,112,False,Nathaniel,4508,,0,0,4.3,0,0,1.0,2,0,6854,a,2.0,0,0,45,2.0,0,0,2.2,0.4,0,,0,0,0,2,0,0,6854,7,3,1.3,2.0,18,,90,Chalobah,0
24087,0,94245,3,94245.jpg,0,2.2,4.3,23,0,0,Batshuayi,0.1,False,8,113,False,Michy,24087,,-1,1,6.9,1,0,1.6,1,0,901,a,1.0,0,0,84,1.0,0,0,1.3,0.1,0,,0,0,0,1,0,0,901,1,4,2.8,7.0,5,,58,Batshuayi,-1
28622,0,18507,0,18507.jpg,0,0.0,4.8,19,0,0,Costa,0.0,False,8,114,False,Diego,28622,,-1,1,0.0,1,0,0.0,0,0,409,a,0.0,0,0,99,0.0,0,0,1.1,0.0,0,,0,0,0,0,0,0,409,0,4,3.3,0.0,5,,0,Da Silva Costa,-1
4400,0,20066,3,20066.jpg,4,22.8,2.1,13,0,0,Hennessey,0.4,False,31,115,False,Wayne,4400,,0,0,0.0,0,0,2.3,2,0,544,a,2.0,0,0,45,2.0,0,0,1.5,0.4,0,,0,0,0,2,0,0,544,19,1,1.1,0.0,6,,90,Hennessey,0
3072,0,11554,0,11554.jpg,0,0.0,1.0,1,0,0,Speroni,0.0,False,31,116,False,Julian,3072,,0,0,0.0,0,0,0.0,0,0,1784,a,0.0,0,0,40,0.0,0,0,2.4,0.0,0,,0,0,0,0,0,0,1784,0,1,0.0,0.0,6,,0,Speroni,0
7476,0,49413,1,49413.jpg,0,0.6,1.8,5,0,0,Tomkins,0.2,False,31,117,False,James,7476,,0,0,0.5,0,0,0.5,1,0,489,a,1.0,0,0,45,1.0,0,0,1.4,0.2,0,,0,0,0,1,0,0,489,2,2,0.8,4.0,6,,12,Tomkins,0
5407,0,19188,3,19188.jpg,0,11.8,2.3,6,0,0,Dann,0.2,False,31,118,False,Scott,5407,,0,0,0.4,0,0,1.6,1,0,560,a,1.0,0,0,50,1.0,0,0,1.2,0.2,0,,0,0,0,1,0,0,560,18,2,1.3,4.0,6,,90,Dann,0
3329,0,55494,3,55494.jpg,0,15.2,2.3,2,0,0,Ward,-0.2,False,31,119,False,Joel,3329,,0,0,4.8,0,0,2.0,-1,0,180,a,-1.0,1,0,50,-1.0,0,0,0.5,-0.2,0,,0,0,0,-1,0,0,180,15,2,1.3,0.0,6,,90,Ward,0
1671,0,58786,0,58786.jpg,0,0.0,1.8,34,0,0,Kelly,0.0,False,31,120,False,Martin,1671,,0,0,0.0,0,0,0.0,0,0,155,a,0.0,0,0,45,0.0,0,0,0.3,0.0,0,,0,0,0,0,0,0,155,0,2,0.8,0.0,6,,0,Kelly,0
3118,0,7906,0,7906.jpg,0,0.0,1.8,27,0,0,Delaney,0.0,False,31,121,False,Damien,3118,,0,0,0.0,0,0,0.0,0,0,244,a,0.0,0,0,45,0.0,0,0,0.6,0.0,0,,0,0,0,0,0,0,244,0,2,0.8,0.0,6,,0,Delaney,0
114,0,79228,0,79228.jpg,0,0.0,0.0,23,0,0,Souaré,0.0,False,31,122,False,Pape,114,0,0,0,0.0,0,0,0.0,0,0,24,i,0.0,0,0,45,0.0,0,0,0.0,0.0,0,Thigh injury - Unknown return date,0,0,0,0,0,0,24,0,2,0.0,0.0,6,0,0,Souaré,0
2482,0,86417,0,86417.jpg,0,0.0,2.3,15,0,0,Schlupp,0.0,False,31,123,False,Jeffrey,2482,,0,0,0.0,0,0,0.0,0,0,130,a,0.0,0,0,50,0.0,0,0,0.3,0.0,0,,0,0,0,0,0,0,130,0,2,1.3,0.0,6,,0,Schlupp,0
18158,0,74230,3,74230.jpg,0,17.8,2.7,3,0,0,van Aanholt,0.2,False,31,124,False,Patrick,18158,,0,0,57.9,0,0,10.8,1,0,1656,a,1.0,0,0,55,1.0,0,0,3.7,0.2,0,,0,0,0,1,0,0,1656,12,2,1.7,32.0,6,,90,van Aanholt,0
5721,1,19197,3,19197.jpg,0,8.4,1.6,42,0,0,Puncheon,0.2,False,31,125,False,Jason,5721,,0,0,3.8,0,0,2.1,1,0,850,a,1.0,0,0,50,1.0,0,0,1.4,0.2,0,,0,0,0,1,0,0,850,6,3,0.6,9.0,6,,90,Puncheon,0
266144,0,82403,3,82403.jpg,0,12.0,2.6,11,0,0,Zaha,0.3,False,31,126,False,Wilfried,266144,75,0,0,12.5,0,0,7.1,2,0,7538,d,2.0,0,0,70,2.0,0,0,18.3,0.3,0,Knee injury - 75% chance of playing,0,0,0,2,0,0,7538,-1,3,1.2,46.0,6,,90,Zaha,0
29747,0,50471,0,50471.jpg,0,0.0,0.0,18,0,0,McArthur,0.0,False,31,127,False,James,29747,75,0,0,0.0,0,0,0.0,0,0,333,d,0.0,0,0,45,0.0,0,0,4.3,0.0,0,Lack of match fitness - 75% chance of playing,0,0,0,0,0,0,333,0,3,0.2,0.0,6,0,0,McArthur,0
555,0,75773,0,75773.jpg,0,0.0,1.3,14,0,0,Lee Chung-yong,0.0,False,31,128,False,Chung-yong,555,,0,0,0.0,0,0,0.0,0,0,140,a,0.0,0,0,45,0.0,0,0,0.1,0.0,0,,0,0,0,0,0,0,140,0,3,0.3,0.0,6,,0,Lee,0
4392,0,27341,0,27341.jpg,0,0.0,0.0,7,0,0,Cabaye,0.0,False,31,129,False,Yohan,4392,75,0,0,0.0,0,0,0.0,0,0,137,d,0.0,0,0,55,0.0,0,0,0.4,0.0,0,Lack of match fitness - 75% chance of playing,0,0,0,0,0,0,137,0,3,0.7,0.0,6,0,0,Cabaye,0
781,0,44343,0,44343.jpg,0,0.0,0.0,26,0,0,Sako,0.0,False,31,130,False,Bakary,781,0,0,0,0.0,0,0,0.0,0,0,21,i,0.0,0,0,50,0.0,0,0,0.1,0.0,0,Knock - Expected back 19 Aug,0,0,0,0,0,0,21,0,3,0.0,0.0,6,0,0,Sako,0
16078,0,60252,1,60252.jpg,0,8.2,2.2,10,0,0,Townsend,0.2,False,31,131,False,Andros,16078,,0,0,16.3,0,0,2.7,1,0,875,a,1.0,0,0,60,1.0,0,0,2.4,0.2,0,,0,0,0,1,0,0,875,13,3,1.2,2.0,6,,45,Townsend,0
6406,0,66975,2,66975.jpg,0,3.8,1.6,4,0,0,Milivojevic,0.2,False,31,132,False,Luka,6406,,0,0,3.5,0,0,0.7,1,0,389,a,1.0,0,0,50,1.0,0,0,1.3,0.2,0,,0,0,0,1,0,0,389,4,3,0.6,0.0,6,,45,Milivojevic,0
249,0,59125,0,59125.jpg,0,0.0,0.0,21,0,0,Wickham,0.0,False,31,133,False,Connor,249,0,0,0,0.0,0,0,0.0,0,0,42,i,0.0,0,0,55,0.0,0,0,0.0,0.0,0,Knee injury - Unknown return date,0,0,0,0,0,0,42,0,4,0.0,0.0,6,0,0,Wickham,0
70332,0,54861,3,54861.jpg,0,0.0,2.7,17,0,0,Benteke,0.3,False,31,134,False,Christian,70332,,0,0,3.2,0,0,3.8,2,0,3212,a,2.0,0,0,80,2.0,0,0,8.5,0.3,0,,0,0,0,2,0,0,3212,-2,4,1.7,35.0,6,,90,Benteke,0
11041,0,111234,0,111234.jpg,1,7.0,4.0,1,0,0,Pickford,1.2,False,11,135,False,Jordan,11041,,0,0,0.0,0,0,0.7,6,0,17599,a,6.0,0,0,50,6.0,1,0,10.8,1.2,0,,0,0,0,6,0,0,17599,24,1,3.0,0.0,7,,90,Pickford,0
1201,0,78315,0,78315.jpg,0,0.0,3.1,33,0,0,Robles,0.0,False,11,136,False,Joel,1201,,0,0,0.0,0,0,0.0,0,0,89,a,0.0,0,0,45,0.0,0,0,0.3,0.0,0,,0,0,0,0,0,0,89,0,1,2.1,0.0,7,,0,Robles,0
2896,0,10318,0,10318.jpg,0,0.0,3.1,22,0,0,Stekelenburg,0.0,False,11,137,False,Maarten,2896,100,0,0,0.0,0,0,0.0,0,0,300,a,0.0,0,0,45,0.0,0,0,0.7,0.0,0,,0,0,0,0,0,0,300,0,1,2.1,0.0,7,100,0,Stekelenburg,0
16855,0,12745,0,12745.jpg,0,6.8,4.1,3,0,0,Baines,1.0,False,11,138,False,Leighton,16855,,0,0,11.5,0,0,1.8,6,0,10297,a,6.0,0,0,60,6.0,1,0,11.1,1.0,0,,0,0,0,6,0,0,10297,18,2,3.1,0.0,7,,90,Baines,0
